"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"FGBI","First Guaranty Bancshares, Inc.","26.5","$233.39M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fgbi"
"FHB","First Hawaiian, Inc.","28.28","$3.95B","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/fhb"
"INBK","First Internet Bancorp","35.5","$300.01M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/inbk"
"INBKL","First Internet Bancorp","25.32","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/inbkl"
"FIBK","First Interstate BancSystem, Inc.","41.4","$2.35B","2010","Finance","Major Banks","https://www.nasdaq.com/symbol/fibk"
"FRME","First Merchants Corporation","43.52","$2.15B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/frme"
"FMBH","First Mid-Illinois Bancshares, Inc.","36.94","$468.18M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fmbh"
"FMBI","First Midwest Bancorp, Inc.","24.61","$2.54B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fmbi"
"FNWB","First Northwest Bancorp","16.79","$196.6M","2015","Finance","Banks","https://www.nasdaq.com/symbol/fnwb"
"FSFG","First Savings Financial Group, Inc.","71.5","$161.66M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fsfg"
"FSLR","First Solar, Inc.","75.08","$7.87B","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/fslr"
"FAAR","First Trust Alternative Absolute Return Strategy ETF","29.634","$8.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/faar"
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","35.34","$61.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fpa"
"BICK","First Trust BICK Index Fund","29.77","$247.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bick"
"FBZ","First Trust Brazil AlphaDEX Fund","16.08","$9.65M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fbz"
"FTHI","First Trust BuyWrite Income ETF","22.239","$61.7M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fthi"
"FCAL","First Trust California Municipal High income ETF","49.69","$14.91M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcal"
"FCAN","First Trust Canada AlphaDEX Fund","25.849","$6.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcan"
"FTCS","First Trust Capital Strength ETF","50.53","$821.11M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftcs"
"FCEF","First Trust CEF Income Opportunity ETF","21.4128","$29.01M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcef"
"FCA","First Trust China AlphaDEX Fund","30.86","$10.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fca"
"SKYY","First Trust Cloud Computing ETF","50.07","$1.41B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/skyy"
"RNDM","First Trust Developed International Equity Select ETF","51.66","$12.92M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rndm"
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","62.71","$1.24B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fdt"
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","43.98","$15.39M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fdts"
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","26.78","$471.33M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fvc"
"FV","First Trust Dorsey Wright Focus 5 ETF","28.76","$2.56B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fv"
"IFV","First Trust Dorsey Wright International Focus 5 ETF","22.03","$961.61M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifv"
"DWPP","First Trust Dorsey Wright People&#39;s Portfolio ETF","28.67","$31.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwpp"
"FEM","First Trust Emerging Markets AlphaDEX Fund","28.68","$688.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fem"
"RNEM","First Trust Emerging Markets Equity Select ETF","53.4798","$5.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnem"
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","41.75","$58.45M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/femb"
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","42.49","$348.42M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fems"
"FTSM","First Trust Enhanced Short Maturity ETF","59.971","$1.93B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftsm"
"FEP","First Trust Europe AlphaDEX Fund","40.39","$888.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fep"
"FEUZ","First Trust Eurozone AlphaDEX ETF","45.51","$75.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/feuz"
"FGM","First Trust Germany AlphaDEX Fund","50.624","$268.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fgm"
"FTGC","First Trust Global Tactical Commodity Strategy Fund","21.31","$257.92M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftgc"
"FTLB","First Trust Hedged BuyWrite Income ETF","21.9402","$8.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftlb"
"HYLS","First Trust High Yield Long/Short ETF","47.55","$1.22B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyls"
"FHK","First Trust Hong Kong AlphaDEX Fund","41.7975","$4.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fhk"
"NFTY","First Trust India Nifty 50 Equal Weight ETF","38.0235","$1.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nfty"
"FTAG","First Trust Indxx Global Agriculture ETF","27.02","$6.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftag"
"FTRI","First Trust Indxx Global Natural Resources Income ETF","12.75","$8.93M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftri"
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","29","$39.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/legr"
"FPXI","First Trust International IPO ETF","36.7299","$25.71M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fpxi"
"YDIV","First Trust International Multi-Asset Diversified Income Index","18.0002","$14.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ydiv"
"FJP","First Trust Japan AlphaDEX Fund","58.87","$167.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fjp"
"FEX","First Trust Large Cap Core AlphaDEX Fund","58.88","$1.44B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fex"
"FTC","First Trust Large Cap Growth AlphaDEX Fund","64","$796.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftc"
"RNLC","First Trust Large Cap US Equity Select ETF","21.74","$17.39M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnlc"
"FTA","First Trust Large Cap Value AlphaDEX Fund","53.25","$1.07B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fta"
"FLN","First Trust Latin America AlphaDEX Fund","21.94","$28.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fln"
"LMBS","First Trust Low Duration Opportunities ETF","51.16","$1.25B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lmbs"
"FMB","First Trust Managed Municipal ETF","52.14","$354.55M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fmb"
"FMK","First Trust Mega Cap AlphaDEX Fund","33.1599","$18.24M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fmk"
"FNX","First Trust Mid Cap Core AlphaDEX Fund","65.52","$766.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fnx"
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","40.88","$151.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fny"
"RNMC","First Trust Mid Cap US Equity Select ETF","21.39","$6.42M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnmc"
"FNK","First Trust Mid Cap Value AlphaDEX Fund","34.8852","$47.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fnk"
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","68.32","$129.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fad"
"FAB","First Trust Multi Cap Value AlphaDEX Fund","55.21","$96.62M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fab"
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","18.16","$719.14M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mdiv"
"MCEF","First Trust Municipal CEF Income Opportunity ETF","17.6704","$13.25M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mcef"
"FMHI","First Trust Municipal High Income ETF","49.96","$24.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fmhi"
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","54.68","$325.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qaba"
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","29.0899","$11.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/robt"
"FTXO","First Trust Nasdaq Bank ETF","29.84","$1.33B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxo"
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","19.54","$91.84M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qcln"
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","49.0586","$34.34M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grid"
"CIBR","First Trust NASDAQ Cybersecurity ETF","26.16","$559.82M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cibr"
"FTXG","First Trust Nasdaq Food & Beverage ETF","19.7","$985039.4","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxg"
"CARZ","First Trust NASDAQ Global Auto Index Fund","41.345","$20.67M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/carz"
"FTXN","First Trust Nasdaq Oil & Gas ETF","22.955","$4.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxn"
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","20.7399","$3.11M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxh"
"FTXD","First Trust Nasdaq Retail ETF","21.1915","$1.06M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxd"
"FTXL","First Trust Nasdaq Semiconductor ETF","31.1","$43.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxl"
"FONE","First Trust NASDAQ Smartphone Index Fund","50.4517","$15.14M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fone"
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","35.56","$860.73M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdiv"
"FTXR","First Trust Nasdaq Transportation ETF","24.9776","$3.75M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxr"
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","58.93","$533.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqew"
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","48.53","$92.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqxt"
"QTEC","First Trust NASDAQ-100- Technology Index Fund","75.53","$2.42B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qtec"
"AIRR","First Trust RBA American Industrial Renaissance ETF","25.45","$192.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/airr"
"QINC","First Trust RBA Quality Income ETF","24.53","$29.44M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qinc"
"RDVY","First Trust Rising Dividend Achievers ETF","30.03","$480.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rdvy"
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","59.95","$62.95M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfap"
"RFDI","First Trust RiverFront Dynamic Developed International ETF","64.46","$667.16M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfdi"
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","72.4364","$148.49M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfem"
"RFEU","First Trust RiverFront Dynamic Europe ETF","66.21","$172.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfeu"
"FTSL","First Trust Senior Loan Fund ETF","48.12","$1.5B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftsl"
"FYX","First Trust Small Cap Core AlphaDEX Fund","61.81","$553.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyx"
"FYC","First Trust Small Cap Growth AlphaDEX Fund","44.338","$192.87M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyc"
"RNSC","First Trust Small Cap US Equity Select ETF","21.61","$4.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnsc"
"FYT","First Trust Small Cap Value AlphaDEX Fund","36.6045","$65.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyt"
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","20.76","$2.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sdvy"
"FKO","First Trust South Korea AlphaDEX Fund","28.76","$2.88M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fko"
"FCVT","First Trust SSI Strategic Convertible Securities ETF","29.25","$124.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcvt"
"FDIV","First Trust Strategic Income ETF","49.025","$93.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fdiv"
"FSZ","First Trust Switzerland AlphaDEX Fund","52.26","$256.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fsz"
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","49.09","$267.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fixd"
"TUSA","First Trust Total US Market AlphaDEX ETF","33.33","$15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tusa"
"FKU","First Trust United Kingdom AlphaDEX Fund","41.2","$18.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fku"
"RNDV","First Trust US Equity Dividend Select ETF","21.02","$4.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rndv"
